"PC1" "PC2" "PC3" "Population" "Superpopulation"
"HG04033" -50.0794407256042 19.4790441520814 -76.3049791497871 "STU" "SAS"
"HG04035" -49.4132192375408 25.830833753404 -75.7254380914414 "STU" "SAS"
"HG04038" -51.0537082033177 21.6126472222794 -71.7989003116935 "STU" "SAS"
"HG04039" -50.3295907672241 22.000165095506 -72.524143211105 "STU" "SAS"
"HG04042" -50.3447128439755 23.3428689559227 -72.6283315692359 "STU" "SAS"
"HG04047" -50.295515161541 19.1863959299684 -74.6605744696576 "STU" "SAS"
"HG04054" -52.900287227748 19.7475367628353 -83.5551000381352 "ITU" "SAS"
"HG04056" -52.9120990432173 24.0323564029366 -84.9970551665262 "ITU" "SAS"
"HG04059" -50.0946432085028 27.310896496122 -71.839994276599 "ITU" "SAS"
"HG04060" -48.5640245211417 35.657696446684 -63.5618994241891 "ITU" "SAS"
"HG04061" -51.0457425388395 12.7175455849909 -83.8390410417454 "ITU" "SAS"
"HG04062" -52.1159886471764 13.9686902894619 -81.7263772308672 "ITU" "SAS"
"HG04063" -49.9236420006601 22.072190887231 -84.0448993890746 "ITU" "SAS"
"HG04070" -51.2053552339864 23.7530624552094 -72.2921621006242 "ITU" "SAS"
"HG04075" -50.8465619379448 23.5029445613573 -74.8696286388362 "STU" "SAS"
"HG04076" -51.42783577951 23.0112168751448 -73.6656118379533 "ITU" "SAS"
"HG04080" -50.2423181251264 32.4361180888076 -65.4814596233614 "ITU" "SAS"
"HG04090" -51.4801783783161 26.7163359984813 -72.7468845611231 "ITU" "SAS"
"HG04093" -49.3608395438948 26.6628726102482 -74.2106657906812 "ITU" "SAS"
"HG04094" -51.5535640270274 20.7150075252888 -75.9719833379832 "ITU" "SAS"
"HG04096" -51.8638557208039 19.8868366868632 -81.1888084024989 "ITU" "SAS"
"HG04098" -50.3408351629006 23.4609660412234 -76.1822470782276 "ITU" "SAS"
"HG04099" -51.3328339770207 22.9387425485629 -73.1182946917122 "STU" "SAS"
"HG04100" -50.6273519980767 17.7755024510946 -74.4971400588362 "STU" "SAS"
"HG04106" -51.4730625345479 24.3913452566048 -71.7167485722211 "STU" "SAS"
"HG04107" -50.9840048156928 24.2891198713111 -76.8386437057593 "STU" "SAS"
"HG04118" -49.8364740978807 25.6374539755677 -76.4609935128836 "ITU" "SAS"
"HG04131" -54.6868309146885 9.03022991236732 -61.0359807446169 "BEB" "SAS"
"HG04134" -55.464001304782 8.32061918790902 -59.8663054953167 "BEB" "SAS"
"HG04140" -58.1110980428351 3.29344976262316 -61.6880764797888 "BEB" "SAS"
"HG04141" -57.9421174062577 11.4612332221413 -59.4829063547611 "BEB" "SAS"
"HG04144" -53.0626320467893 20.8882053608341 -59.960509802804 "BEB" "SAS"
"HG04146" -55.1673087540827 8.62148856157705 -59.1637651989545 "BEB" "SAS"
"HG04152" -57.1813230382567 9.71988520498073 -61.8158075630549 "BEB" "SAS"
"HG04153" -54.2887451568447 10.3378683281004 -62.3312907131628 "BEB" "SAS"
"HG04155" -56.1305825844331 10.5889330699938 -62.9657460732164 "BEB" "SAS"
"HG04156" -54.5535439877561 13.2312754507467 -61.7571674620877 "BEB" "SAS"
"HG04158" -55.2679161265705 10.7520162758413 -59.4076811046192 "BEB" "SAS"
"HG04159" -54.3870694383938 12.3866260836224 -62.9681389468586 "BEB" "SAS"
"HG04161" -56.5270315909771 6.42498021868537 -60.1987287539972 "BEB" "SAS"
"HG04162" -58.8881505340737 4.81000371793885 -59.6004664105846 "BEB" "SAS"
"HG04164" -53.8427947759697 13.0350356358992 -60.8743788038699 "BEB" "SAS"
"HG04171" -54.9699305977753 10.9406252733255 -62.4304255356894 "BEB" "SAS"
"HG04173" -55.0808850970427 12.6080653936723 -63.0220530385835 "BEB" "SAS"
"HG04176" -56.6200845023594 10.9834002059604 -62.3520871721348 "BEB" "SAS"
"HG04177" -57.3714829846312 9.11244707082446 -61.3050178043533 "BEB" "SAS"
"HG04180" -55.0708953248942 12.8275905474928 -63.4947246774676 "BEB" "SAS"
"HG04182" -56.7652067519499 8.4560433672155 -62.4039852878597 "BEB" "SAS"
"HG04183" -56.1685439204538 10.2494610021965 -58.5024983515908 "BEB" "SAS"
"HG04185" -53.4781982659506 17.2971110145503 -76.3055886413877 "BEB" "SAS"
"HG04186" -53.9518523916549 16.7570281425869 -78.2244763520344 "BEB" "SAS"
"HG04188" -57.1533892391368 10.7711679323919 -62.0172001557269 "BEB" "SAS"
"HG04189" -55.1824379731815 11.0866942292504 -63.5616637124302 "BEB" "SAS"
"HG04194" -54.720928577497 14.929172064931 -62.7919829827044 "BEB" "SAS"
"HG04195" -57.7771086004668 8.4580760193329 -56.6179078866356 "BEB" "SAS"
"HG04198" -50.1072371721855 28.6659458976874 -73.041778259313 "ITU" "SAS"
"HG04200" -48.4779786191231 28.2499255699664 -70.3135942112754 "ITU" "SAS"
"HG04202" -51.0588184407772 22.8664372126805 -73.9046723961593 "ITU" "SAS"
"HG04206" -48.4912500966757 29.277050639886 -71.3486708558451 "ITU" "SAS"
"HG04209" -50.0632783231734 25.2400906707808 -72.8773741500488 "ITU" "SAS"
"HG04210" -51.279343148795 21.3457529694646 -76.2737675921779 "STU" "SAS"
"HG04211" -49.441132455259 29.385294472973 -74.8427994395024 "ITU" "SAS"
"HG04212" -49.1281999621649 29.3796518941193 -73.5181094204138 "ITU" "SAS"
"HG04214" -48.692844231864 30.8795675470631 -71.3657110964305 "ITU" "SAS"
"HG04216" -50.2106657079387 23.1923620941142 -70.6142394640528 "ITU" "SAS"
"HG04219" -49.3568703101787 27.7201644951067 -72.4582040559898 "ITU" "SAS"
"HG04222" -50.8347004152201 22.5356146879587 -75.3747636742762 "ITU" "SAS"
"HG04225" -50.3806208883046 28.89017644156 -73.3841212288956 "ITU" "SAS"
"HG04227" -52.968771333054 11.2851123753591 -73.7652930738826 "STU" "SAS"
"HG04229" -51.2669744901056 21.0738660486988 -72.8840071674164 "STU" "SAS"
"HG04235" -49.3319133476323 24.4126194051135 -71.5178974632314 "ITU" "SAS"
"HG04238" -53.1781355154301 21.1738961954605 -71.7494821197696 "ITU" "SAS"
"HG04239" -50.9460215028551 22.2148685035016 -76.0436948496959 "ITU" "SAS"
"NA06984" -41.0285287030785 96.5482706422199 21.817804184691 "CEU" "EUR"
"NA06985" -39.1042602982274 95.1519194100037 19.3143538118013 "CEU" "EUR"
"NA06986" -39.2315532433063 95.5496036731549 18.5764331721462 "CEU" "EUR"
"NA06989" -40.0137223899738 93.7655593905244 19.7129121469635 "CEU" "EUR"
"NA06994" -40.2831441835892 94.325712028467 19.8626145233018 "CEU" "EUR"
"NA07000" -41.5882929918775 94.1805281769709 20.8652623551238 "CEU" "EUR"
"NA07037" -37.9684801892779 94.5422929713981 19.8146462664956 "CEU" "EUR"
"NA07048" -38.8290864938561 93.4013235442868 19.0960530476573 "CEU" "EUR"
"NA07051" -40.4542522407773 96.9865200266584 20.3036350801613 "CEU" "EUR"
"NA07056" -39.8892055530512 94.9470055830289 19.2048715354105 "CEU" "EUR"
"NA07347" -39.4413004496591 97.2451706772676 20.9073799747162 "CEU" "EUR"
"NA07357" -39.4758980056665 95.9066208996147 21.4224826999023 "CEU" "EUR"
"NA10847" -38.3886229869157 94.906228212817 20.7903798147998 "CEU" "EUR"
"NA10851" -41.4093053071632 97.316660983035 21.3544103563917 "CEU" "EUR"
"NA11829" -40.2532163188002 95.5333299084476 20.8489200493271 "CEU" "EUR"
"NA11830" -40.4854319580288 94.8872217306645 19.6849985154062 "CEU" "EUR"
"NA11831" -39.6798735529538 94.2700195651965 21.0149418406184 "CEU" "EUR"
"NA11832" -38.9207596152542 95.9533709573084 16.8858281630412 "CEU" "EUR"
"NA11840" -41.4490206179714 93.3279196315739 19.8916298542102 "CEU" "EUR"
"NA11843" -39.4778796303432 94.9841398569951 21.3791214449814 "CEU" "EUR"
"NA11881" -40.392245712701 93.211515633251 21.128162601691 "CEU" "EUR"
"NA11892" -39.682107942735 92.4964604122729 19.7284958666058 "CEU" "EUR"
"NA11893" -42.3629362126985 94.0898154842655 17.3543712455315 "CEU" "EUR"
"NA11894" -37.955174640678 97.8196421185265 19.2996240501057 "CEU" "EUR"
"NA11918" -42.1524342055893 95.1655464110172 19.5454304281866 "CEU" "EUR"
"NA11919" -39.9670593964423 95.9899196946661 18.212504101646 "CEU" "EUR"
"NA11920" -38.908900537697 95.9519707673167 19.9723720468621 "CEU" "EUR"
"NA11930" -39.9564925124927 93.8167492792806 18.7375256854581 "CEU" "EUR"
"NA11931" -38.7292951479633 95.1098719470198 18.9222100665998 "CEU" "EUR"
"NA11932" -38.1437924109815 97.4416765814408 19.9228775651808 "CEU" "EUR"
"NA11933" -38.7077090406391 95.589838639887 19.1492368110398 "CEU" "EUR"
"NA11992" -39.5495531602353 95.414184663296 18.9835051727007 "CEU" "EUR"
"NA11994" -39.7743437975277 93.0561521409142 21.9211367929891 "CEU" "EUR"
"NA11995" -38.3132900670644 98.2454349010771 20.0248222181686 "CEU" "EUR"
"NA12003" -41.0708711427774 91.6398289120693 18.3748263819682 "CEU" "EUR"
"NA12004" -39.6257180183822 94.2209399642113 17.7276740466685 "CEU" "EUR"
"NA12005" -40.5872070860184 95.8197120720949 19.4690836898362 "CEU" "EUR"
"NA12006" -38.6693937414499 96.3401572960738 23.6403680181248 "CEU" "EUR"
"NA12043" -41.9166531429799 96.2099331633245 19.9065379505115 "CEU" "EUR"
"NA12044" -40.5523742765448 96.6324273363877 20.7366663431497 "CEU" "EUR"
"NA12045" -39.8670445496892 93.4313356038604 23.4112648454758 "CEU" "EUR"
"NA12046" -41.1777980993626 91.4003999571298 18.9027699510048 "CEU" "EUR"
"NA12058" -40.8962145534965 96.7043427340303 19.428058576503 "CEU" "EUR"
"NA12144" -38.8555721634025 94.8397580445259 18.5946275822931 "CEU" "EUR"
"NA12154" -40.2808469263665 94.250291176623 17.6867458006872 "CEU" "EUR"
"NA12155" -39.7583431544828 96.2921213632997 19.6547769600203 "CEU" "EUR"
"NA12156" -40.1643070415119 95.5255585796876 19.8692762482224 "CEU" "EUR"
"NA12234" -39.2679029296755 95.7439231171319 20.6111355376837 "CEU" "EUR"
"NA12249" -43.3951510185359 91.7815817129765 19.5655071277024 "CEU" "EUR"
"NA12272" -40.0344765401617 95.4694235255852 19.1316556672489 "CEU" "EUR"
"NA12273" -37.6584000534638 94.328330212649 17.6662811447399 "CEU" "EUR"
"NA12275" -39.8634359511314 96.1967762597968 20.4431577671747 "CEU" "EUR"
"NA12282" -37.0892983210556 95.0796082492692 21.8536909716468 "CEU" "EUR"
"NA12283" -40.2250730295263 93.6289957160927 20.2100402511263 "CEU" "EUR"
"NA12286" -40.8566410477539 91.6243756802884 16.8946640808192 "CEU" "EUR"
"NA12287" -38.8031504521686 94.6109418018185 20.9648601472439 "CEU" "EUR"
"NA12340" -39.9066092254801 97.1523449719756 19.0567400352758 "CEU" "EUR"
"NA12341" -37.2030428607063 96.2873795017933 19.5683265824168 "CEU" "EUR"
"NA12342" -38.9059031214821 95.4019594595946 20.2924261862363 "CEU" "EUR"
"NA12347" -40.9067099774918 94.0972842009447 20.4376660049594 "CEU" "EUR"
"NA12348" -41.8640250381556 93.1171151925539 21.3658759403916 "CEU" "EUR"
"NA12383" -37.6707548442912 95.0102177090234 18.5102447044004 "CEU" "EUR"
"NA12399" -38.8053348434754 95.1426023670941 21.1710313565535 "CEU" "EUR"
"NA12400" -39.8623753360785 96.9958547096144 21.6159382677094 "CEU" "EUR"
"NA12413" -39.8495946543464 93.8907716253404 19.4481095213111 "CEU" "EUR"
"NA12414" -38.4430175096688 95.1569587212082 21.4026872649227 "CEU" "EUR"
"NA12489" -39.0067511113476 95.0686702654781 19.5505140075866 "CEU" "EUR"
"NA12546" -38.4845751061126 94.8647159339759 18.9519321584097 "CEU" "EUR"
"NA12716" -39.8772296081856 97.0138419302302 19.5782833614059 "CEU" "EUR"
"NA12717" -39.6903504871949 94.1815034548922 21.1718144067285 "CEU" "EUR"
"NA12718" -39.386600568898 94.9627256706984 18.6184621803785 "CEU" "EUR"
"NA12748" -41.5277952247878 93.9680279984944 22.1325696512848 "CEU" "EUR"
"NA12749" -40.4950342686688 95.450583477177 18.2305028626396 "CEU" "EUR"
"NA12750" -39.5292319286047 94.3302758925151 18.3370890319082 "CEU" "EUR"
"NA12751" -38.5031999059268 97.7105800757165 20.2163091076083 "CEU" "EUR"
"NA12760" -38.0943618231028 95.1526916322102 17.7487387388432 "CEU" "EUR"
"NA12761" -39.1155119193893 96.2968879411858 20.7104003141082 "CEU" "EUR"
"NA12762" -40.93654799914 95.4435723952269 18.4738389904225 "CEU" "EUR"
"NA12763" -38.5294325869165 92.7420460521087 19.7981021568647 "CEU" "EUR"
"NA12775" -39.71112468603 98.8176701301198 18.9903347140098 "CEU" "EUR"
"NA12776" -40.98849101128 93.9994938571697 19.0335607082691 "CEU" "EUR"
"NA12777" -40.7962396768818 97.4624646234623 20.5070727317647 "CEU" "EUR"
"NA12778" -39.2864952998979 95.3087321723296 20.0894722703023 "CEU" "EUR"
"NA12812" -39.9068713067556 95.0863574244571 19.160843230596 "CEU" "EUR"
"NA12813" -39.6262587092322 94.6369300196337 19.1303858407894 "CEU" "EUR"
"NA12814" -39.3109667508396 96.3052312282574 19.5144898327917 "CEU" "EUR"
"NA12815" -41.4099111305269 93.7786970347456 18.8889088525047 "CEU" "EUR"
"NA12827" -39.1597770342454 96.5986937958454 21.4340159131804 "CEU" "EUR"
"NA12828" -39.3269635504191 94.0029060031501 21.478396995611 "CEU" "EUR"
"NA12829" -38.421551262331 95.2568270561658 18.8149670503843 "CEU" "EUR"
"NA12830" -39.9645764516108 96.3784651834394 21.0580289252748 "CEU" "EUR"
"NA12842" -40.1033709546373 95.825199457005 19.9434429840872 "CEU" "EUR"
"NA12843" -41.6961494539957 93.8645841007733 19.2865004197535 "CEU" "EUR"
"NA12872" -40.6445210075833 92.7163892214763 19.402995646665 "CEU" "EUR"
"NA12873" -40.3334022626972 94.6880040631052 17.696638649697 "CEU" "EUR"
"NA12874" -37.1552396811689 94.8394908362447 20.7903335137355 "CEU" "EUR"
"NA12878" -39.4275824977083 94.871880929689 20.8244499634108 "CEU" "EUR"
"NA12889" -37.83682608788 94.6005467513169 19.0660806769143 "CEU" "EUR"
"NA12890" -40.4355910149977 94.8241580307171 20.352631502532 "CEU" "EUR"
"NA18486" 170.058460626976 -27.3199730132051 0.533069902344568 "YRI" "AFR"
"NA18488" 169.734513322809 -27.7011547548418 -0.0128097893620074 "YRI" "AFR"
"NA18489" 167.708939860223 -28.0954046277851 1.23387887308648 "YRI" "AFR"
"NA18498" 168.916570765142 -25.6993673077748 0.939170117252515 "YRI" "AFR"
"NA18499" 167.785435968921 -29.1837404365489 0.342751868832929 "YRI" "AFR"
"NA18501" 172.942659408096 -26.9238272448999 -0.733285696949255 "YRI" "AFR"
"NA18502" 169.153900384335 -28.3607416636008 -0.748023171770024 "YRI" "AFR"
"NA18504" 171.035065717795 -27.6820019104408 -0.380883323286552 "YRI" "AFR"
"NA18505" 169.447803809657 -27.9493801027045 -0.690676909037126 "YRI" "AFR"
"NA18507" 169.315004464856 -27.5419634165465 -0.432757400121552 "YRI" "AFR"
"NA18508" 166.980614485136 -26.1713902307869 -2.05191416705593 "YRI" "AFR"
"NA18510" 169.690962328545 -27.7453891398318 1.1145839851298 "YRI" "AFR"
"NA18511" 169.036753479464 -27.7902234200928 -0.680275444803491 "YRI" "AFR"
"NA18516" 171.701185479692 -27.0314802459816 0.229861496716832 "YRI" "AFR"
"NA18517" 167.596155132363 -25.5395780873433 0.294224466189378 "YRI" "AFR"
"NA18519" 168.875526376154 -28.1813020199288 0.753486368211825 "YRI" "AFR"
"NA18520" 168.902214800385 -25.9722257447887 0.491270382843025 "YRI" "AFR"
"NA18522" 170.035805169747 -26.7268668081456 1.67397263960006 "YRI" "AFR"
"NA18523" 167.212347876013 -26.7672186434926 -0.793972003844543 "YRI" "AFR"
"NA18525" -91.9025024487152 -110.092468798574 9.05841361531145 "CHB" "EAS"
"NA18526" -92.6521073187403 -114.159772031173 9.46897972231135 "CHB" "EAS"
"NA18528" -90.1581259247667 -106.867004855044 9.43163582584823 "CHB" "EAS"
"NA18530" -91.3938490092815 -109.605799473039 8.68370106026635 "CHB" "EAS"
"NA18531" -91.808623188467 -106.332969966706 9.12323471847089 "CHB" "EAS"
"NA18532" -91.8624445803139 -112.839275066451 10.1061385538664 "CHB" "EAS"
"NA18533" -91.2479631382407 -112.19246004388 8.19609840522924 "CHB" "EAS"
"NA18534" -91.5385231647453 -109.956814750769 10.5184708280746 "CHB" "EAS"
"NA18535" -90.0135525705012 -105.851415134135 9.78654827327565 "CHB" "EAS"
"NA18536" -91.7311527573034 -110.287266785964 9.71935196679429 "CHB" "EAS"
"NA18537" -91.620567659046 -109.665652374067 9.23483393232171 "CHB" "EAS"
"NA18538" -89.3331236481822 -107.390392396038 12.36196090627 "CHB" "EAS"
"NA18539" -90.636896095789 -108.631641586885 11.8725413774301 "CHB" "EAS"
"NA18541" -92.2262369833364 -108.384482525601 12.0810302337509 "CHB" "EAS"
"NA18542" -90.653317942692 -109.678558953402 10.454960243655 "CHB" "EAS"
"NA18543" -93.0770297732963 -114.506758141054 9.27606787080488 "CHB" "EAS"
"NA18544" -91.0654334366517 -110.254342618139 11.2542442131975 "CHB" "EAS"
"NA18545" -91.9098308971452 -113.87865691664 11.3311545459985 "CHB" "EAS"
"NA18546" -91.8550986909963 -111.733037107248 9.78322409344262 "CHB" "EAS"
"NA18547" -90.0102156928459 -107.7433093372 10.9635365723858 "CHB" "EAS"
"NA18548" -92.1251682486369 -109.855918241802 11.5585220820394 "CHB" "EAS"
"NA18549" -90.9514298434401 -112.908021684935 7.47397576912635 "CHB" "EAS"
"NA18550" -91.3618059677386 -112.881444739314 6.56425257472455 "CHB" "EAS"
"NA18552" -93.0365078838462 -110.962366678918 10.4931458372196 "CHB" "EAS"
"NA18553" -90.2196658267888 -107.894846581629 10.7598024334446 "CHB" "EAS"
"NA18555" -90.1726542825764 -112.192303000503 10.3366361085012 "CHB" "EAS"
"NA18557" -91.1272855233462 -110.829483542148 11.0420699987014 "CHB" "EAS"
"NA18558" -93.2758021739609 -109.82191817469 11.1505962168023 "CHB" "EAS"
"NA18559" -91.0890336301916 -112.106276737414 7.69652995741477 "CHB" "EAS"
"NA18560" -92.8991602796479 -113.407828294513 7.68930496209702 "CHB" "EAS"
"NA18561" -92.4125672238508 -106.109881979667 9.65997745369124 "CHB" "EAS"
"NA18562" -90.0776267578816 -109.87272995226 10.834163838313 "CHB" "EAS"
"NA18563" -91.6046292050381 -109.932616809596 13.0589319826911 "CHB" "EAS"
"NA18564" -90.0433805271014 -107.836573604113 12.3108798257406 "CHB" "EAS"
"NA18565" -90.5792389284908 -114.501780581602 11.7300215742982 "CHB" "EAS"
"NA18566" -93.6034178937083 -110.855309283364 9.91292109489613 "CHB" "EAS"
"NA18567" -92.0921816753411 -109.512601835643 10.9608020411655 "CHB" "EAS"
"NA18570" -92.9372616767784 -114.96614227895 9.14540154456201 "CHB" "EAS"
"NA18571" -90.2930008185887 -112.086709076575 9.63689411029409 "CHB" "EAS"
"NA18572" -92.3647103958742 -111.877481345916 12.52431577508 "CHB" "EAS"
"NA18573" -91.5656509417082 -111.464165469944 7.31002666560855 "CHB" "EAS"
"NA18574" -91.8630205421774 -110.637692838342 9.84324018698667 "CHB" "EAS"
"NA18577" -92.01557848268 -112.177154073487 9.04371668926394 "CHB" "EAS"
"NA18579" -91.234679267329 -111.467850841691 9.74333850874146 "CHB" "EAS"
"NA18582" -93.4715516452102 -113.576488675663 8.925945789977 "CHB" "EAS"
"NA18591" -94.2528856935346 -114.735480607713 9.88015108024766 "CHB" "EAS"
"NA18592" -92.4356095486715 -111.196893818258 10.3104937729696 "CHB" "EAS"
"NA18593" -92.3041499365589 -109.797920294023 9.80712074203652 "CHB" "EAS"
"NA18595" -91.7255491156741 -109.348132373347 9.73731004436044 "CHB" "EAS"
"NA18596" -92.3836041737594 -113.002121243223 10.1724510614359 "CHB" "EAS"
"NA18597" -90.3619931546292 -108.390846654532 12.0541921024178 "CHB" "EAS"
"NA18599" -90.7426186756961 -108.452065553833 11.7802278677752 "CHB" "EAS"
"NA18602" -92.9620966567506 -110.08013659567 11.0889954586968 "CHB" "EAS"
"NA18603" -94.3646397951497 -113.751133407459 9.25918330365023 "CHB" "EAS"
"NA18605" -90.5156478386387 -111.862728209289 9.58686637353412 "CHB" "EAS"
"NA18606" -91.4871413300686 -115.393526477242 7.9029264360549 "CHB" "EAS"
"NA18608" -91.5311283140754 -105.241921506506 10.0685371870162 "CHB" "EAS"
"NA18609" -92.2302173082271 -105.832151108772 11.8910699362062 "CHB" "EAS"
"NA18610" -92.7390712774092 -112.525966630693 9.99296239273001 "CHB" "EAS"
"NA18611" -90.8397668951094 -110.401011561655 9.90649710928069 "CHB" "EAS"
"NA18612" -91.4086969078534 -109.383275272036 10.6982875705226 "CHB" "EAS"
"NA18613" -91.3195040128931 -109.882971046034 11.4477748519406 "CHB" "EAS"
"NA18614" -91.9403420182603 -113.713229633625 11.5352715225007 "CHB" "EAS"
"NA18615" -92.5950091035248 -110.344247301258 9.52440055420173 "CHB" "EAS"
"NA18616" -92.466546856526 -111.584275234776 6.90313643038264 "CHB" "EAS"
"NA18617" -91.7396836569041 -112.052844484411 7.43918111435716 "CHB" "EAS"
"NA18618" -89.4792095625624 -106.659301884412 10.0631336404444 "CHB" "EAS"
"NA18619" -91.4439602925455 -108.43110161812 11.3168150226467 "CHB" "EAS"
"NA18620" -92.1991607113877 -108.825753774779 9.20735631594639 "CHB" "EAS"
"NA18621" -92.3523099037671 -109.259774455394 10.8502518547268 "CHB" "EAS"
"NA18622" -90.9358768770526 -112.519004825677 6.88162349212661 "CHB" "EAS"
"NA18623" -89.9888755162872 -106.040736075382 9.76442183223106 "CHB" "EAS"
"NA18624" -92.1435232276012 -112.148233449793 10.1451462198186 "CHB" "EAS"
"NA18625" -91.8591055044616 -111.919426152876 11.8734097697973 "CHB" "EAS"
"NA18626" -90.6066821121697 -106.232871402323 11.7142992557733 "CHB" "EAS"
"NA18627" -92.3543522550559 -113.47009201655 10.0136214735899 "CHB" "EAS"
"NA18628" -90.9684273299056 -113.984019296251 4.79405828943066 "CHB" "EAS"
"NA18629" -92.3209106986864 -113.140472876163 9.06757615478066 "CHB" "EAS"
"NA18630" -90.9568856728277 -112.37159375092 8.85204015606045 "CHB" "EAS"
"NA18631" -93.1511749667479 -113.144783563896 9.24204098366853 "CHB" "EAS"
"NA18632" -92.3967336381144 -115.462249176927 10.9793727740674 "CHB" "EAS"
"NA18633" -92.2761603798685 -113.884398918495 10.7323426916102 "CHB" "EAS"
"NA18634" -90.6916983838211 -113.044247142016 8.80852780766904 "CHB" "EAS"
"NA18635" -92.2018230081976 -109.918741558046 13.0220978282252 "CHB" "EAS"
