"PC1" "PC2" "PC3" "Population" "Superpopulation"
"NA18909" 169.092623003736 -28.2263454240338 -1.20902983693724 "YRI" "AFR"
"NA18910" 167.104172167341 -27.1895769026816 -0.117707029651114 "YRI" "AFR"
"NA18912" 168.180080154659 -28.3821405668291 -0.575817984616852 "YRI" "AFR"
"NA18915" 171.774914272002 -27.7365905674234 0.382160190861282 "YRI" "AFR"
"NA18916" 170.05307523222 -26.0537940892998 0.800779627582822 "YRI" "AFR"
"NA18917" 169.889945789242 -25.8400635191306 -1.51015678733522 "YRI" "AFR"
"NA18923" 168.533800580724 -27.7059478352707 -0.754008484999231 "YRI" "AFR"
"NA18924" 170.565530440636 -28.0108078768734 0.045740257629386 "YRI" "AFR"
"NA18933" 167.587870228752 -26.7387163798646 -1.24829399891573 "YRI" "AFR"
"NA18934" 167.502320074554 -27.7181593861442 0.465180187954606 "YRI" "AFR"
"NA18939" -90.9882965562701 -107.643797829704 11.9509419227829 "JPT" "EAS"
"NA18940" -89.7583147522065 -108.41782111497 9.70431769387042 "JPT" "EAS"
"NA18941" -90.6457826813512 -110.498353432327 11.1972489312815 "JPT" "EAS"
"NA18942" -89.7985555552366 -111.101703904983 8.90975182381169 "JPT" "EAS"
"NA18943" -91.6649174053209 -109.557196865457 8.1142212513876 "JPT" "EAS"
"NA18944" -91.4545881080033 -109.40132228536 10.539021442294 "JPT" "EAS"
"NA18945" -90.9506906301304 -108.925028324055 10.7104314638704 "JPT" "EAS"
"NA18946" -89.296079352734 -109.21680508356 11.8782032515754 "JPT" "EAS"
"NA18947" -90.2861430108685 -108.53455378052 8.0542507234162 "JPT" "EAS"
"NA18948" -91.265865875482 -107.833506829702 11.3148293569331 "JPT" "EAS"
"NA18949" -92.0209239536083 -108.581324974934 11.273579197611 "JPT" "EAS"
"NA18950" -90.7912744658628 -110.619934761329 11.0582679230362 "JPT" "EAS"
"NA18951" -88.7603745693217 -111.019605755084 10.3270003260794 "JPT" "EAS"
"NA18952" -90.1734522198226 -108.480072330902 9.45783280366424 "JPT" "EAS"
"NA18953" -91.7769163115405 -109.063620269687 12.7337680916999 "JPT" "EAS"
"NA18954" -91.5907481521639 -109.71665370004 9.19774065054351 "JPT" "EAS"
"NA18956" -86.5982692132354 -107.378352744249 8.88546409293672 "JPT" "EAS"
"NA18957" -89.9624760434094 -109.413248288758 10.3200324228144 "JPT" "EAS"
"NA18959" -91.0289354687229 -109.493283075386 10.0064817750135 "JPT" "EAS"
"NA18960" -90.6803138534163 -108.456263079811 8.4815735689755 "JPT" "EAS"
"NA18961" -90.7521734155694 -109.001459786117 12.5582866765477 "JPT" "EAS"
"NA18962" -90.1967212836615 -108.314445470276 8.62883013340181 "JPT" "EAS"
"NA18963" -91.9561118758398 -109.658484876113 11.9361492183531 "JPT" "EAS"
"NA18964" -89.4367507784486 -108.787287076485 11.3004978676804 "JPT" "EAS"
"NA18965" -90.2788990782714 -110.215282358043 12.6858707082982 "JPT" "EAS"
"NA18966" -91.110588024576 -108.207004530054 11.4307059423233 "JPT" "EAS"
"NA18967" -91.2680707906242 -109.504054066842 10.4778577335034 "JPT" "EAS"
"NA18968" -89.8906247283294 -108.256673357191 11.0887064933194 "JPT" "EAS"
"NA18969" -90.3552891537736 -109.359297290377 10.3495723054642 "JPT" "EAS"
"NA18970" -91.5108894418552 -109.424178475064 11.2384508929612 "JPT" "EAS"
"NA18971" -90.3926617769426 -109.45423543359 10.0930239523097 "JPT" "EAS"
"NA18972" -90.3967349563335 -107.843348347548 12.365335195017 "JPT" "EAS"
"NA18973" -91.1524599094838 -106.962292919266 12.7326189370188 "JPT" "EAS"
"NA18974" -90.2389622463247 -108.095151625618 10.6254579690909 "JPT" "EAS"
"NA18975" -89.4154169317996 -108.526478059729 9.23430515795988 "JPT" "EAS"
"NA18976" -90.7652202036689 -111.365665968435 9.31891301172276 "JPT" "EAS"
"NA18977" -90.7725833678722 -109.094335226656 12.0350284384887 "JPT" "EAS"
"NA18978" -90.2178856452252 -109.093736588856 9.45076789513585 "JPT" "EAS"
"NA18979" -89.5845869810353 -108.346723102237 11.3877267299073 "JPT" "EAS"
"NA18980" -90.2360252066842 -109.271357736418 11.5185359580625 "JPT" "EAS"
"NA18981" -90.5718448588612 -107.605698940405 8.87305278536907 "JPT" "EAS"
"NA18982" -88.9889081428043 -107.548204981408 9.20799073389979 "JPT" "EAS"
"NA18983" -89.5258197947609 -107.843428515989 11.2630390048535 "JPT" "EAS"
"NA18984" -90.809355756848 -107.819393118795 9.72955040655695 "JPT" "EAS"
"NA18985" -90.0147785747103 -108.948267690793 9.92010731327237 "JPT" "EAS"
"NA18986" -89.1178744477815 -109.215891974818 10.7578160045399 "JPT" "EAS"
"NA18987" -90.6148747043 -107.802329980773 11.8281251014436 "JPT" "EAS"
"NA18988" -89.6793987175705 -109.025588864227 9.88728755992833 "JPT" "EAS"
"NA18989" -91.4194608359015 -108.416899869482 9.46780706597202 "JPT" "EAS"
"NA18990" -90.0095997517657 -109.591983801747 9.8707316033172 "JPT" "EAS"
"NA18991" -90.4571653493902 -109.184046727907 10.1411771805592 "JPT" "EAS"
"NA18992" -91.0592653102164 -108.758652526834 10.3729273093402 "JPT" "EAS"
"NA18993" -90.1242453277354 -108.793416179814 12.5296246385406 "JPT" "EAS"
"NA18994" -91.3391736734401 -109.472757605412 9.44875517079885 "JPT" "EAS"
"NA18995" -90.0161787602892 -109.360289678619 10.7483557666432 "JPT" "EAS"
"NA18997" -90.6483252757732 -108.182284617113 11.1915218453834 "JPT" "EAS"
"NA18998" -90.2998858283689 -108.927038697754 9.0589828667358 "JPT" "EAS"
"NA18999" -90.669141871822 -107.992470409426 8.41443129367925 "JPT" "EAS"
"NA19000" -90.9484165475986 -108.962683884232 11.7185802664565 "JPT" "EAS"
"NA19001" -89.9439786656754 -108.407978446603 11.2063108039466 "JPT" "EAS"
"NA19002" -91.322279140996 -107.074219231782 7.59117588855324 "JPT" "EAS"
"NA19003" -91.7307877268064 -109.447678786687 11.3171926566918 "JPT" "EAS"
"NA19004" -91.0895126516364 -109.199946268888 11.6817031919481 "JPT" "EAS"
"NA19005" -90.6007938511621 -109.455542122783 9.90692645015554 "JPT" "EAS"
"NA19006" -91.3254808631679 -109.558853054925 10.95710609617 "JPT" "EAS"
"NA19007" -90.5874915709934 -108.335325832161 10.6984761836711 "JPT" "EAS"
"NA19009" -91.3207852331224 -109.3850071364 10.6960443767034 "JPT" "EAS"
"NA19010" -90.6629778163764 -107.668548602229 12.1349116930774 "JPT" "EAS"
"NA19011" -90.6619850744945 -108.428874465007 9.85659929378622 "JPT" "EAS"
"NA19012" -91.1275759958659 -108.663484091341 10.4771378643359 "JPT" "EAS"
"NA19017" 158.150822686107 -25.0223854774755 -0.463355325414937 "LWK" "AFR"
"NA19019" 155.559746524002 -23.8573524284145 -0.876627403634322 "LWK" "AFR"
"NA19020" 154.266938675709 -22.6872190398788 -0.627575536677978 "LWK" "AFR"
"NA19023" 158.986044165102 -23.0969425466292 -0.260476429960924 "LWK" "AFR"
"NA19024" 155.928032605233 -24.1563330823638 -1.80398047732707 "LWK" "AFR"
"NA19025" 156.325520100573 -23.9184078525995 -0.741585673444538 "LWK" "AFR"
"NA19026" 154.860756358071 -23.909661401944 -1.93471824232289 "LWK" "AFR"
"NA19027" 151.27208691883 -20.3067216317476 -1.50357770475809 "LWK" "AFR"
"NA19028" 154.106801860285 -22.3598503985621 -0.671456352995812 "LWK" "AFR"
"NA19030" 156.908447297578 -24.4524580011209 -2.33492835705658 "LWK" "AFR"
"NA19031" 155.619947698057 -22.0534883471045 -1.48317608133274 "LWK" "AFR"
"NA19035" 157.673075542433 -23.3967553938143 -2.19833535779147 "LWK" "AFR"
"NA19036" 157.468077334725 -22.8620089926007 -0.872639733046982 "LWK" "AFR"
"NA19037" 156.079648736477 -23.078660079318 -2.45640223126617 "LWK" "AFR"
"NA19038" 158.492336511249 -22.8956563739437 -2.3574128457457 "LWK" "AFR"
"NA19041" 154.919706012353 -22.5016987228008 -0.122895426420253 "LWK" "AFR"
"NA19042" 152.469537603435 -20.8440964407704 -1.44790780585126 "LWK" "AFR"
"NA19043" 158.314258510909 -21.6495254208 -2.52457703754864 "LWK" "AFR"
"NA19054" -91.0836081575208 -108.895756923154 11.7991433383008 "JPT" "EAS"
"NA19055" -90.5091780638762 -111.441220768886 11.0090937197673 "JPT" "EAS"
"NA19056" -89.6928706982564 -107.470674121245 7.11458678479788 "JPT" "EAS"
"NA19057" -92.5791223420811 -108.824734786083 8.36460373381753 "JPT" "EAS"
"NA19058" -89.5200442503988 -108.972262477534 12.0087607048417 "JPT" "EAS"
"NA19059" -91.2782147993562 -107.729635029237 10.4470344922716 "JPT" "EAS"
"NA19060" -90.0079818518995 -108.773005579158 11.3215132983061 "JPT" "EAS"
"NA19062" -89.2082913584003 -108.044847393821 11.7893054701147 "JPT" "EAS"
"NA19063" -90.1146645038218 -108.982622317271 9.88867486748845 "JPT" "EAS"
"NA19064" -90.8326812623679 -109.72228940542 10.7941766466557 "JPT" "EAS"
"NA19065" -89.7588325413111 -107.725551431303 13.3503074480275 "JPT" "EAS"
"NA19066" -90.3233855499517 -106.379281193562 12.0249662184052 "JPT" "EAS"
"NA19067" -91.0542090924367 -109.131860344106 9.74395618811057 "JPT" "EAS"
"NA19068" -92.0880357448151 -108.39205872018 13.2083085386932 "JPT" "EAS"
"NA19070" -89.4702278329002 -107.014520913801 9.39697359601148 "JPT" "EAS"
"NA19072" -91.8260705326806 -108.186964894665 9.35729487872437 "JPT" "EAS"
"NA19074" -91.5755918642024 -108.405198204184 12.2236536387862 "JPT" "EAS"
"NA19075" -91.0420328932744 -108.851694514065 12.548757420331 "JPT" "EAS"
"NA19076" -92.4828963437061 -108.125853271386 10.2722435171852 "JPT" "EAS"
"NA19077" -91.1950584892714 -109.292005739227 10.8802289343231 "JPT" "EAS"
"NA19078" -90.6577399101381 -105.367893617043 9.17282784234028 "JPT" "EAS"
"NA19079" -90.6582732158152 -109.215642929321 11.451842019485 "JPT" "EAS"
"NA19080" -89.4469735162043 -110.412776657574 8.95610211391416 "JPT" "EAS"
"NA19081" -90.0683831346368 -107.942804371809 10.0246059650595 "JPT" "EAS"
"NA19082" -90.4877224773093 -108.777494435334 8.88201112196518 "JPT" "EAS"
"NA19083" -90.7743117458363 -108.649271003015 11.2112928878919 "JPT" "EAS"
"NA19084" -90.5607402758223 -107.626351101142 11.7045832467818 "JPT" "EAS"
"NA19085" -90.6688324667097 -107.654405247849 9.47392044258229 "JPT" "EAS"
"NA19086" -91.0846150804666 -107.846269224464 10.2885554788881 "JPT" "EAS"
"NA19087" -91.4132034289566 -108.227683516259 10.4089629429197 "JPT" "EAS"
"NA19088" -91.8675495532138 -109.603858954992 11.8968216867163 "JPT" "EAS"
"NA19089" -90.1095794252718 -107.97928294262 11.3599426363758 "JPT" "EAS"
"NA19090" -90.5795889051299 -110.279464598276 9.38735706379165 "JPT" "EAS"
"NA19091" -91.2514615676179 -109.343595932361 8.08485825152502 "JPT" "EAS"
"NA19092" 168.738056647558 -27.942553463487 -0.225268776294139 "YRI" "AFR"
"NA19093" 167.612474871631 -28.827528858337 -0.376901020536872 "YRI" "AFR"
"NA19095" 170.53091296945 -26.4461848163879 -0.605830405932881 "YRI" "AFR"
"NA19096" 167.221496069461 -27.3371655364659 -0.239540591523079 "YRI" "AFR"
"NA19098" 167.027288865124 -27.2926686092041 -1.18912312477653 "YRI" "AFR"
"NA19099" 169.764738900963 -25.709421441554 -0.507242809448985 "YRI" "AFR"
"NA19102" 169.371678156526 -28.5445523532756 0.800872081751947 "YRI" "AFR"
"NA19107" 167.146921416093 -26.8391270527805 0.109863696089678 "YRI" "AFR"
"NA19108" 170.394787788475 -27.5217168144892 0.202750287737966 "YRI" "AFR"
"NA19113" 167.407834080972 -26.3244573201378 0.198525716851989 "YRI" "AFR"
"NA19114" 170.221215522844 -27.8327366370339 -0.251341193966742 "YRI" "AFR"
"NA19116" 169.2242813904 -28.6954153794916 1.0981871698211 "YRI" "AFR"
"NA19117" 170.203402297254 -27.3204021559827 -0.279766915836666 "YRI" "AFR"
"NA19118" 165.767368465949 -24.9167582942429 2.38146844197857 "YRI" "AFR"
"NA19119" 169.711957555613 -29.9214526211831 -0.257114931799657 "YRI" "AFR"
"NA19121" 167.915780394324 -26.8068103103417 0.101767533403297 "YRI" "AFR"
"NA19129" 168.200886925611 -24.9687403082573 -0.0914132711122337 "YRI" "AFR"
"NA19130" 169.511265171142 -26.4223536651952 -0.933873427157866 "YRI" "AFR"
"NA19131" 170.222938222911 -27.1173502390362 -1.49664445880666 "YRI" "AFR"
"NA19137" 169.098572166586 -27.1888608082532 -1.78387422031336 "YRI" "AFR"
"NA19138" 168.926365090381 -27.4162913734734 0.101069350617314 "YRI" "AFR"
"NA19141" 169.341920157683 -27.4331587753077 -2.77068608438495 "YRI" "AFR"
"NA19143" 169.15220469386 -28.2826948997877 -0.609995265136095 "YRI" "AFR"
"NA19144" 171.216540413434 -26.9371724927435 -0.797864460651123 "YRI" "AFR"
"NA19146" 169.154873579657 -29.1058363337497 -0.842644220032023 "YRI" "AFR"
"NA19147" 168.392029787739 -26.5399640041379 -0.54223851363766 "YRI" "AFR"
"NA19149" 169.178537675591 -27.397670643584 0.111792929859595 "YRI" "AFR"
"NA19152" 167.331432079976 -29.2218738205664 -0.594837567031427 "YRI" "AFR"
"NA19153" 168.941537913387 -28.3446072672191 -1.15626313245422 "YRI" "AFR"
"NA19159" 168.242176234194 -28.3971513800487 -1.97373384828685 "YRI" "AFR"
"NA19160" 168.464007146278 -27.2209981779043 0.196742615065811 "YRI" "AFR"
"NA19171" 166.861062731811 -27.6399595795294 0.657436505158283 "YRI" "AFR"
"NA19172" 168.19233804291 -25.7313267495075 -1.20173075530358 "YRI" "AFR"
"NA19175" 170.48194212037 -27.6483842412836 -0.0312029522158517 "YRI" "AFR"
"NA19184" 169.205304876919 -27.7120266722016 -0.537565007332542 "YRI" "AFR"
"NA19185" 169.540834293622 -28.2209504736655 0.895192316033564 "YRI" "AFR"
"NA19189" 167.791152989913 -25.596961169961 -1.21560070092072 "YRI" "AFR"
"NA19190" 167.823871182737 -28.2648902791359 1.20452470149459 "YRI" "AFR"
"NA19197" 167.246884534068 -28.1323805880423 -1.41294676902316 "YRI" "AFR"
"NA19198" 169.472896540046 -27.7446192978179 -0.864777017442641 "YRI" "AFR"
"NA19200" 167.809253163841 -27.8729272775612 -0.460573657547629 "YRI" "AFR"
"NA19201" 170.848219460631 -26.6784006296989 -0.157803472336405 "YRI" "AFR"
"NA19204" 167.062191553208 -28.4575034935074 0.52824699765452 "YRI" "AFR"
"NA19206" 168.778007797763 -27.7589646702125 1.01343743474105 "YRI" "AFR"
"NA19207" 169.869052783881 -27.6172630189696 -0.225672334730584 "YRI" "AFR"
"NA19209" 169.556700699221 -27.5259984009692 0.806458822784463 "YRI" "AFR"
"NA19210" 168.978399686864 -26.9652127096443 -2.06539837236524 "YRI" "AFR"
"NA19213" 168.315513180651 -26.7407610330374 -0.230491784876375 "YRI" "AFR"
"NA19214" 170.007126643 -28.2323118851031 0.736239261973761 "YRI" "AFR"
"NA19222" 168.835216672206 -27.6850493785398 0.775603976492396 "YRI" "AFR"
"NA19223" 167.570824332064 -28.0288531351387 -0.866042724228656 "YRI" "AFR"
"NA19225" 168.27638486948 -28.1685978684639 1.83132624080167 "YRI" "AFR"
"NA19235" 170.63458207341 -26.2934225850857 -0.783093894586753 "YRI" "AFR"
"NA19236" 170.313346470571 -27.6016540788541 -1.43395987692035 "YRI" "AFR"
"NA19238" 167.486933060419 -26.9079570729801 0.922744621255507 "YRI" "AFR"
"NA19239" 169.345606828159 -26.8511121831646 0.047517880525799 "YRI" "AFR"
"NA19247" 167.023751949995 -26.5957875525761 -0.632153490664295 "YRI" "AFR"
"NA19248" 168.653086770903 -26.6002600555944 0.319599973943105 "YRI" "AFR"
"NA19256" 169.48836502158 -27.2908406614307 -0.289666768473748 "YRI" "AFR"
"NA19257" 168.895793492092 -26.8140568667923 0.394863361818632 "YRI" "AFR"
"NA19307" 155.665599544251 -22.8274711179527 -3.55891054011776 "LWK" "AFR"
"NA19308" 156.757397813268 -22.5020718803202 -0.413392301291558 "LWK" "AFR"
"NA19309" 154.134549076512 -21.0648659475926 -1.20013909192783 "LWK" "AFR"
"NA19310" 157.89748740976 -24.5118015167311 -1.6036424888066 "LWK" "AFR"
"NA19312" 158.434700618672 -22.7463520085159 -0.489186986265265 "LWK" "AFR"
"NA19314" 150.264198400234 -20.5649821417091 -4.37103280990173 "LWK" "AFR"
"NA19315" 152.656140610199 -20.9646315914772 -0.632777675623737 "LWK" "AFR"
"NA19316" 154.424618452163 -22.7918999447931 -1.00859974876274 "LWK" "AFR"
"NA19317" 158.64140902329 -25.7185414430024 -1.55218218347117 "LWK" "AFR"
"NA19318" 157.885774679652 -23.2509676624185 -0.74891141371795 "LWK" "AFR"
"NA19319" 155.292299471234 -21.9251300135051 -0.581351745084037 "LWK" "AFR"
"NA19320" 155.915997534471 -24.3555929456159 -1.70052922763976 "LWK" "AFR"
"NA19321" 155.896967899417 -23.2440260450448 -0.263760586212359 "LWK" "AFR"
"NA19323" 151.874752027266 -19.8908374759173 -1.18040169489424 "LWK" "AFR"
"NA19324" 157.076527287178 -24.1673681303282 0.442156273245775 "LWK" "AFR"
"NA19327" 152.251510373465 -20.5567249563473 -1.0149873834832 "LWK" "AFR"
"NA19328" 157.824478059316 -23.00136638365 2.27328660233888 "LWK" "AFR"
"NA19331" 155.301453960558 -23.298886514559 0.526575969595597 "LWK" "AFR"
"NA19332" 157.321588475607 -23.2728637568868 -1.92485240181786 "LWK" "AFR"
"NA19334" 156.1626723305 -23.0229933542087 -1.19056265145852 "LWK" "AFR"
"NA19338" 153.700710426472 -23.2343609566904 -1.96444480483193 "LWK" "AFR"
"NA19346" 157.776443854976 -24.4820401308398 -0.430504634858301 "LWK" "AFR"
"NA19347" 157.644078693611 -22.7687893122632 -0.563888251375474 "LWK" "AFR"
"NA19350" 155.802846918809 -22.0711847754082 -0.523901347710152 "LWK" "AFR"
"NA19351" 156.90688809166 -25.069802449612 -1.26588154969858 "LWK" "AFR"
"NA19355" 158.086506632925 -22.1748979435515 -1.33832334158131 "LWK" "AFR"
"NA19360" 157.258562223029 -23.8661850351865 -1.56223652005934 "LWK" "AFR"
"NA19372" 158.403501353947 -23.4613719833808 -0.491574813201027 "LWK" "AFR"
"NA19374" 155.462193960594 -22.8937404014762 -0.860764168506578 "LWK" "AFR"
"NA19375" 156.827829150385 -21.9072561258102 -0.339382936746132 "LWK" "AFR"
"NA19376" 160.464516000786 -23.6668561386689 -3.07052947772434 "LWK" "AFR"
"NA19377" 157.0358272361 -23.188538754401 -3.25119508396852 "LWK" "AFR"
"NA19378" 157.016070399161 -22.821328349256 0.128989971823715 "LWK" "AFR"
"NA19379" 157.867735848296 -22.6269406892552 -1.78844186520908 "LWK" "AFR"
"NA19380" 150.588394666875 -24.1248893951927 -0.769689786898282 "LWK" "AFR"
"NA19383" 154.713329631582 -22.3772723270531 -1.10539147361164 "LWK" "AFR"
"NA19384" 160.471628074873 -24.7759141770613 0.14686642628877 "LWK" "AFR"
"NA19385" 154.329056434596 -22.3860806677258 -2.13903196072216 "LWK" "AFR"
"NA19390" 157.111772437409 -21.9860969338225 -0.120992999676083 "LWK" "AFR"
"NA19391" 161.061862342458 -24.6934638658278 -2.46447817063466 "LWK" "AFR"
"NA19393" 155.241343530831 -22.4205880641585 -1.30364325908712 "LWK" "AFR"
"NA19394" 155.314269695099 -22.2338462536104 -0.80451431331474 "LWK" "AFR"
"NA19395" 153.49174821844 -21.157842880017 -1.84775538761451 "LWK" "AFR"
"NA19397" 158.622822298246 -23.462513526907 -1.05605763908246 "LWK" "AFR"
"NA19399" 161.56844664147 -26.195529999586 -1.30622290884088 "LWK" "AFR"
"NA19401" 152.238504768677 -21.4770334337697 -0.784328083800866 "LWK" "AFR"
"NA19403" 151.908822935508 -20.3366982208581 -2.16580434773048 "LWK" "AFR"
"NA19404" 157.410305902319 -24.519854500661 -0.835367747901197 "LWK" "AFR"
"NA19428" 157.39348395003 -24.4760773454687 -1.7100818327448 "LWK" "AFR"
"NA19429" 157.019126616049 -24.0300839600981 -0.185759589275581 "LWK" "AFR"
"NA19430" 156.998224703744 -21.624030742513 -1.35710664256895 "LWK" "AFR"
"NA19431" 158.801718718445 -24.2949729732817 -1.39192165679675 "LWK" "AFR"
"NA19434" 155.536606622295 -23.3834759367812 -2.30366289128806 "LWK" "AFR"
"NA19435" 151.63891416182 -21.8980014858603 -1.69476292507193 "LWK" "AFR"
"NA19436" 157.121305594729 -22.4494724229794 -0.148329571035116 "LWK" "AFR"
"NA19437" 151.247665999137 -21.4542054858117 -0.746468874700908 "LWK" "AFR"
"NA19438" 157.402030103464 -23.0824660280882 -1.85508917846864 "LWK" "AFR"
"NA19439" 155.956115109382 -25.0966403548639 -1.7213311235883 "LWK" "AFR"
"NA19440" 156.500472217935 -22.5893736510857 0.00495600816215614 "LWK" "AFR"
"NA19443" 155.559031354789 -23.9793649981999 -0.244745975944387 "LWK" "AFR"
"NA19445" 156.862666537082 -23.4958860982052 0.777700120204939 "LWK" "AFR"
"NA19446" 156.699069281366 -23.1609471071875 -1.50986066674891 "LWK" "AFR"
"NA19448" 153.916324156303 -24.6118713961434 -2.00678274281575 "LWK" "AFR"
"NA19449" 155.468200560158 -25.4775335448077 -2.52512947047521 "LWK" "AFR"
"NA19451" 157.835260134382 -23.2042193294241 1.20708265208152 "LWK" "AFR"
"NA19452" 153.121239251061 -21.8825916561337 -1.84005103777349 "LWK" "AFR"
"NA19454" 155.859909598051 -23.1273464357764 -1.09430838361719 "LWK" "AFR"
"NA19455" 153.162050075005 -23.438233077066 -0.124072470978602 "LWK" "AFR"
"NA19456" 156.066563649692 -23.8796991161621 -1.32455608885127 "LWK" "AFR"
"NA19457" 156.347508922193 -23.2453069704167 -0.691765618907287 "LWK" "AFR"
"NA19461" 155.73894640372 -22.9213145841261 -1.31410186905845 "LWK" "AFR"
"NA19462" 159.311276664067 -25.6354435297287 0.013539108289167 "LWK" "AFR"
"NA19463" 154.882359007996 -20.6500657717972 -1.86592838228563 "LWK" "AFR"
"NA19466" 153.644614961901 -22.185928700303 -1.62495372431562 "LWK" "AFR"
"NA19467" 155.190068975226 -21.146468511629 0.765920539561736 "LWK" "AFR"
"NA19468" 155.193509235733 -22.7832414776975 -2.40240493091692 "LWK" "AFR"
"NA19471" 154.760389050608 -21.9305611672078 -0.107545040506743 "LWK" "AFR"
"NA19472" 153.213934317476 -21.9805432809827 -0.92453623522331 "LWK" "AFR"
"NA19473" 154.294015066252 -23.9048427743885 -0.927772069225548 "LWK" "AFR"
"NA19474" 153.663725406727 -20.7692817935217 -1.93040604234685 "LWK" "AFR"
"NA19475" 153.623390486777 -21.6020714451402 -2.26860506595898 "LWK" "AFR"
"NA19625" 83.9650551434864 -15.5762517004639 24.1479296194451 "ASW" "AFR"
"NA19648" -36.1667674028273 85.5323120265069 24.0732931222984 "MXL" "AMR"
"NA19649" -40.1302371804602 59.2885187616057 36.5220476786833 "MXL" "AMR"
"NA19651" -38.0887551510307 52.642667138749 39.9275705515065 "MXL" "AMR"
"NA19652" -40.6829037045097 53.6720268609861 41.6959956687557 "MXL" "AMR"
"NA19654" -51.0278709802164 16.2419109052141 66.1947465426147 "MXL" "AMR"
"NA19655" -42.6079025029543 48.0898983695249 45.5357695363864 "MXL" "AMR"
"NA19657" -54.4615923102799 10.0005848430054 71.7912831299078 "MXL" "AMR"
"NA19658" -47.7134677628584 47.6336109244155 47.9678251728292 "MXL" "AMR"
"NA19661" -49.6085161193374 22.7192227882635 58.3196852954578 "MXL" "AMR"
"NA19663" -51.3983084375254 7.40623908892057 68.722285615887 "MXL" "AMR"
"NA19664" -49.771495775656 18.180627908915 60.4975129894679 "MXL" "AMR"
"NA19669" -48.6522593763754 44.6976062933497 47.1192095751517 "MXL" "AMR"
"NA19670" -50.8575029927132 28.035871568035 60.8551993279217 "MXL" "AMR"
"NA19676" -42.6584505424675 50.3988042147024 45.5422002799108 "MXL" "AMR"
"NA19678" -33.3982050455485 58.9342893410218 36.0403526104559 "MXL" "AMR"
"NA19679" -30.9332161346278 85.679506577696 20.6666482959911 "MXL" "AMR"
"NA19681" -54.1015509785437 11.4779703166777 69.8355704036651 "MXL" "AMR"
"NA19682" -54.0291280764331 26.9475430496365 59.4522450990073 "MXL" "AMR"
"NA19684" -50.6916673186946 53.925265557468 42.2242507116347 "MXL" "AMR"
"NA19700" 129.704662185126 -4.044480274091 4.241990616716 "ASW" "AFR"
"NA19701" 132.120760316483 -9.67386333636709 5.22910420526139 "ASW" "AFR"
"NA19703" 135.149972638045 -8.46161412134491 1.44208923244848 "ASW" "AFR"
"NA19704" 133.287985357847 -7.90653253372764 2.04453348779503 "ASW" "AFR"
"NA19707" 107.022940417599 4.81776390664815 4.91991596166785 "ASW" "AFR"
"NA19711" 142.885635265178 -12.1613603700583 3.97615735455551 "ASW" "AFR"
"NA19712" 142.592356457162 -13.2667849122699 1.71307763724067 "ASW" "AFR"
"NA19713" 112.355039639172 4.93476632770093 2.80226074865375 "ASW" "AFR"
"NA19716" -51.6243094880852 15.6360423773767 64.3164889053378 "MXL" "AMR"
"NA19717" -56.306283765641 12.4608937343071 69.4363552943493 "MXL" "AMR"
"NA19719" -44.8150271169594 33.1636370040832 57.528301384051 "MXL" "AMR"
"NA19720" -57.0222514165543 3.71892623849145 75.6524377912511 "MXL" "AMR"
"NA19722" -49.1554073704263 25.8044304915547 58.6113071732007 "MXL" "AMR"
"NA19723" -44.646605489842 19.4996891967592 61.4842212526005 "MXL" "AMR"
"NA19725" -45.207971336926 43.7520080350486 50.9138598563975 "MXL" "AMR"
"NA19726" -63.6984888857851 10.0769743072738 72.8111370548044 "MXL" "AMR"
"NA19728" -80.8907488188652 -27.1596087721846 98.9593415845439 "MXL" "AMR"
"NA19729" -79.4251096855012 -24.9363239193425 95.776435827842 "MXL" "AMR"
"NA19731" -83.4407144489013 -31.5055116774219 102.450567055995 "MXL" "AMR"
"NA19732" -83.5426797082204 -29.5693635021122 102.778118597737 "MXL" "AMR"
"NA19734" -62.5877542053383 10.5465938173477 74.9016758412615 "MXL" "AMR"
"NA19735" -73.339413562796 -19.4226027749849 91.2273585583885 "MXL" "AMR"
"NA19740" -68.2800021488551 -9.68176207527242 82.6579850754216 "MXL" "AMR"
"NA19741" -75.3988221730735 -17.2536587989995 92.9321474965577 "MXL" "AMR"
"NA19746" -61.9276114843241 -0.69481891570537 77.7633581019264 "MXL" "AMR"
"NA19747" -55.885904416483 20.5856271018479 64.0108968191143 "MXL" "AMR"
"NA19749" -49.2329427558577 28.7851028242162 45.0773777410328 "MXL" "AMR"
"NA19750" -43.5340041699793 51.5525682658097 45.8723258774109 "MXL" "AMR"
"NA19752" -53.7607047798161 22.8356125066816 62.2582490110236 "MXL" "AMR"
"NA19755" -57.3048228670675 -0.846643516386593 76.1974074619568 "MXL" "AMR"
"NA19756" -45.3885056274635 22.1559929286043 59.1925645596996 "MXL" "AMR"
"NA19758" -70.2130882954757 -8.51766994600142 86.2313713287859 "MXL" "AMR"
"NA19759" -67.5729603431246 -6.09314940629814 83.2630653339225 "MXL" "AMR"
"NA19761" -50.5079037787577 16.5437528509537 65.9941880310903 "MXL" "AMR"
"NA19762" -52.9540557922726 6.84932212549692 71.4064202486115 "MXL" "AMR"
"NA19764" -43.892807975253 37.9266198257492 51.6542745541097 "MXL" "AMR"
"NA19770" -44.3894134548113 36.3079408341372 54.2685562199295 "MXL" "AMR"
